start	end	text
2973000	2991000	And as it happens, it is a lot of analytical data processing, sensory data processing, building up maxims, building up more and more compressed knowledge, which some of them also talk of the neoteny that you mentioned.
2991000	3000000	How do you get a crystallized knowledge but to retain the neoteny? That is a sort of moksha state or pre-moksha state for most of these systems.
3000000	3017000	But then my question, the my what if scenario is, what if we could codify these, do the computations and just try to reduce the time it takes to arrive at that moksha in maybe a scoped way.
3017000	3025000	So specific intelligence as opposed to general intelligence.
3025000	3044000	But it is possible to arrive at moksha, which is now if I just basically try to pass a data set through the kind of filters, they have talked of practices, they have talked of practices or loops, filters are well, like stages are filters.
3044000	3050000	You have to pass certain rituals to get somewhere or go through certain commandments.
3050000	3052000	It's a very well articulated system.
3052000	3058000	So if you can think of a flow, you would be able to map out each of these into very complex flows.
3058000	3069000	And if you then think of it from that flow based programming or functional programming concept, you should be able to build higher order functions, which basically form these.
3070000	3082000	And my hypothesis there is with or without AI, it should be possible to build the structural manifolds, which provides a sort of variability into existing data.
3082000	3103000	And then one of those views is like just a model that understands the AI way of looking at knowledge, which means it can categorize based on everything you throw at the knowledge base that these were the testimonies that you had heard.
3103000	3105000	These were the hypothesis that you had conjectured.
3105000	3107000	These were the inferences that you had built.
3107000	3112000	These were the experimental perceptions that you have had and thus this is the knowledge that you have gotten.
3112000	3116000	And these are, you can trace these back to these proofs with this much certainty.
3116000	3120000	The probability of knowledge happening is baked into these systems.
3120000	3122000	So not everything is certain.
3122000	3126000	You can be, you can get conflicting inputs.
3127000	3152000	So basically that is basically that some might be saying but it is probably a lower confidence score compared to you have touched it and you have felt it to be a sensory perception.
3152000	3180000	Again, sensory perception migrations and so basically I see huge value in taking this at least some epistemological thinking, which is again the past to address the challenges of the present, which is building them up into systems that can process data and produce meaningful outputs to actually build some sort of an emulator or plan for the future.
3180000	3194000	A sufficiently well-planned, sufficiently well-structured plan can be called an emulator because you can probably run it and play with it to emulate the conditions that might just happen.
3194000	3209000	So I'm basically starting from that hypothesis that what would it need to then build a system like that and turns out just that question has a lot of cross-cutting implications across the systems.
3209000	3212000	What is the difference?
3212000	3219000	What I'm hearing, what I'm hearing, not to cut you off, let's get you to do that.
3219000	3223000	Go on, finish it.
3223000	3228000	I mean, I'm just saying that maybe what you will be able to do is sum up that better.
3228000	3236000	Yes, so you're talking about the application aspect of this, which is the gradual next step anyway.
3236000	3246000	Once you have built up something that is solid, once you build up a tool that works, the next step is definitely application aspect of it, right?
3246000	3255000	The challenge there is I am very bad at that part or realizing when it's a good enough tool to be useful.
3255000	3258000	I am not interested in the application.
3258000	3263000	So to say when we say application, there is a certain application of philosophy.
3263000	3268000	When you are going into a debate, that is an application of philosophy, that is applied philosophy.
3268000	3271000	When you're writing a treatise, that is applied philosophy.
3271000	3280000	I'm saying there is a scope to build certain fundamental building blocks of software which exhibit these systems.
3280000	3284000	So just to map them out in just in the form of a framework.
3284000	3286000	Right, that part, got it.
3286000	3289000	Yeah, so when I say application, I'm talking of that.
3289000	3298000	I'm talking of it's like converting what somebody said as a proof to a series of mathematical equations if there is a logical flow.
3298000	3301000	So then what would be those components?
3301000	3304000	What would be like the building blocks of such a system?
3304000	3312000	And that keeps on taking me to a graph like nodes, components, actions, workflows kind of system.
3312000	3324000	And by now, so these were kind of niche, I would say in 2014, like flow based programming was like limited to airplane software design and all.
3324000	3333000	But now with the no code, low code thing, you see that everybody is implementing flows and kind of bringing back that part of things.
3333000	3339000	Which makes me think that we don't even need to build the application layer.
3339000	3356000	In the truest sense, we could be building that common API, that common library or the fundamental building blocks, which then, well, render using Unreal Engine, render using something like your user interfaces could be anything.
3357000	3366000	Build a game for all I care in which the learner is tested on Nya Epistemology.
3366000	3368000	Right.
3368000	3390000	The challenge that I am seeing here, the reason it seems like GPT-4 or maybe even GPT-5 or something like that would not readily be able to do this is because there's a fundamental issue of what their initial starting condition was.
3390000	3403000	And their initial starting condition was not to look at the world epistemically, the data that it has, but more.
3403000	3411000	I might be able, I might misinterpret this or say it wrong, but continue a conversation, essentially.
3411000	3417000	That's basically what it is trying to do by looking at all the data that has happened before.
3417000	3419000	Where the discussion goes.
3419000	3428000	Not really, it doesn't matter whether it's right or wrong or based on which framework can you decide or even approach it to be right or wrong.
3428000	3432000	And again, that Rajyuta Sharpa Brahm part, so I do see it.
3432000	3442000	What Google Bard has done is that it comes up with three different answers and lets you choose which one, which way of approaching it would you prefer.
3442000	3454000	Something similar can be done with various degrees of tunability where you can, for a model that actually is going that direction, where it actually has the understanding and interpretation.
3454000	3462000	If you want consequentialism as your preferred mechanism, then you go and interpret this this way.
3462000	3465000	But if you are more of a deontologist, you go that way.
3465000	3473000	And those two can both be the answers that you're looking for, depending on what your preferences are.
3473000	3476000	But it understands that, right?
3476000	3485000	There are some, so the models do, nowadays the models do understand those concepts a little bit, as in it will continue the discussion.
3485000	3488000	Claude does better than Chad GPT.
3488000	3492000	So Claude is probably the best one on that particular aspect.
3492000	3503000	But fundamentally, they are not built to, like for epistemic, they were built for just continuing conversation or discussion.
3503000	3506000	So that's where I see the challenge.
3506000	3508000	But it's not so much of a challenge.
3508000	3521000	It's just we have to wait a little while, maybe by the end of this year or early next year, by which time the entire, like the, we'll understand it enough.
3521000	3530000	But hey, now that we have done this, we have built the application layer of how to use these things or how to retrain them, how to how to fine tune them.
3530000	3534000	How to change the initial condition and what is required to do that.
3534000	3536000	Those parts will be better understood.
3536000	3542000	Once that is done, then we actually can build up a model that does exactly this.
3542000	3547000	In fact, that can become one of the co-hosts of this show.
3547000	3555000	And like basically fact check us or correct us or basically point our blind spots, saying that you forgot to do that.
3556000	3560000	Like you brought up the Naya Shastra into this, right?
3560000	3564000	That was helpful. That was yet another triangulation point.
3564000	3567000	It can do that much more readily.
3567000	3574000	Real time context that comes up, like whatever we're talking about, it comes, these are the things that already has discussed about these things.
3574000	3577000	And this is how you can connect it or there's a decoherence.
3577000	3580000	All those things can be approached that way.
3580000	3591000	I'm actually looking forward to that time that day, but I am not really sure exactly the process of how we can approach it right now.
3591000	3597000	It would take quite a lot of work to actually get that to reality.
3597000	3608000	Yeah, and I have been kind of hovering around this topic for a long while to the point that just what those fundamental data structures would be of such a system.
3609000	3612000	Because it looks like you can't leave everything to the AI.
3612000	3614000	You can't leave everything to the human.
3614000	3619000	And that is what these frameworks come in because they are a very well programmable set.
3619000	3631000	And just like being able to write that fundamental data structure in the way or not data structure, like the let's say the solution in a way that you have these nodes, you have
3632000	3637000	like you basically actions, functions, whichever way you put it there.
3637000	3639000	I have tried three, four different ways.
3639000	3653000	And in each of them, where the AI plugs in is as a very specific purpose, well trained computation on very narrow band aspects of things.
3654000	3664000	But again, this is connected to like my goal with this is, remember what I said that I want libraries to form as I continue living my life.
3664000	3668000	It's basically tying to that, right?
3668000	3677000	That retrievability is a very strong aspect of each of these.
3677000	3689000	So to continue to continue from that aspect, I am seeing a lot of positive movements on in that direction where the nebulas.
3689000	3691000	You remember I complained about that.
3691000	3704000	Hey, we have come to a point where I can write a node module and somebody somewhere in Serbia or Indonesia, people can just pull it and use it to the API that I have defined.
3704000	3708000	And it will be the entire ecosystem is very well formed.
3708000	3715000	But if I write a paper about something, you cannot readily utilize it in your math readily.
3715000	3721000	It still will have to be somebody who has to go through all those different people who are reviewing that.
3721000	3729000	Proving something had been nebulas and very much human dependent for a long part, a long time.
3730000	3735000	Now, some progress are being made to challenge that.
3735000	3738000	In fact, mathematicians are kind of getting frustrated about it.
3738000	3743000	What's what's the need for us in that case anymore?
3743000	3748000	So this is one of the I don't know whether this is going to be the winner in that sense.
3748000	3751000	But this approaches that and solves that problem.
3752000	3763000	How do you pitch a proof proof of something that connects from human to machine bidirectional rate?
3763000	3770000	So now systems as well as systems can prove things and present it to humans.
3770000	3774000	Humans can verify add or and or add addendum to that.
3774000	3777000	But all those things are possible.
3777000	3779000	This is huge in a sense.
3779000	3785000	If we have a deterministic system for proving knowledge.
3785000	3791000	And we can set the data point about, hey, these are the data points.
3791000	3801000	Now, those two things combined actually helps us get to the point that we're talking about, where there's a model that can do that.
3801000	3811000	Be assistive enough or basically just complete enough information, complete enough in that regard that we can go and ask some about something or introduce a new data point.
3811000	3821000	And it will have enough context to know which bucket to put it in, how to create the embeddings, where the vector location it falls on.
3821000	3824000	So I'm seeing a lot of potential there.
3824000	3833000	I wanted to discuss this, but like bring this one out since I discovered it, but didn't come out as an idea.
3833000	3836000	I couldn't remember it when I needed to.
3836000	3839000	This time I remembered it.
3839000	3840000	Look into that.
3840000	3843000	You might like it.
3843000	3846000	You're talking of the lean provers that you share.
3846000	3847000	Yeah, yeah.
3847000	3859000	The ecosystem around it or the same way what chat GPT made frustrated the school teachers, in a sense.
3859000	3868000	Similarly, this lean prover is making mathematicians frustrated in that particular narrow domain, fringe domain.
3868000	3873000	I just want you to just go through that and have that in your context.
3873000	3882000	When we're talking about these topics that hey, tools like this are either they already exist, or they would become relevant in upcoming time.
3882000	3886000	Think about Rust back in 2013.
3886000	3888000	Right, something like that.
3888000	3892000	This is the lean prover is like Rust back in 2013.
3892000	3895000	I just realized I had unmuted and then I went to speak.
3895000	3900000	I muted myself.
3900000	3908000	As it happens, I have tried implementing the basics in so many different languages.
3908000	3910000	I have a go version.
3910000	3912000	I have JS, vanilla JS.
3912000	3913000	I have sales JS.
3913000	3919000	I haven't tried Python because well.
3919000	3924000	But Rust is where these concepts just fit.
3924000	3926000	Even Haskell.
3926000	3930000	I have tried both Haskell and OCaml and it was like, okay, nice.
3930000	3933000	If I was a mathematician, I would have approved.
3933000	3944000	But with Rust implementing some of these, it feels like the language was built to handle these sort of complex low level systems.
3945000	3953000	And which makes like what the point I wanted to make is like Rust is the natural choice to implement any such things that we are discussing.
3953000	3956000	And then make use of the API, make use of Wasm.
3956000	3962000	You are opening up doors to pretty much every other reason for that.
3962000	3964000	Why did that end up happening?
3964000	3968000	I do feel like it's one of those critical inflection points, right?
3968000	3974000	That at a point when we are saying historically about the Rust project, I don't know.
3974000	3980000	I'm talking about why Rust ended up becoming this.
3980000	3987000	If you remember, it went through two sets of transformation, like massive transformations.
3987000	3992000	But where it landed, it seems very appropriate for this.
3992000	3993000	I mean, why?
3993000	3996000	The borrow checker frustrated people, of course.
3996000	4009000	But then the type system, the uncompromising focus on maintaining that type system, because it is the type system which makes it ergonomic to implement a lot of these.
4009000	4022000	The second was Rust deciding not to be just an unsociable nerd, but actually become sociable, get into that geek category.
4022000	4026000	And, you know, connect with other things.
4026000	4036000	So the API, the core was built from the foundation, like at least it's part of that, where it is possible to connect, look into Rust from other systems.
4036000	4040000	So connectivity from other, open to connections.
4040000	4048000	And then the incremental build that you were saying that it built upon the mistakes of the past while looking into the future.
4048000	4056000	But it learned the good things from the past, implemented for the present while looking at what future software can do.
4056000	4067000	I think I'll have to rephrase the thing that I was going to say with your information, because that makes a lot of sense.
4067000	4084000	What I was going to say is that it had the starting condition, the initial condition, what it tried to do, a kind of made sure that if it is successful to do that, it will end up in a state where it is ending up.
4084000	4098000	However, I realized there are other, let's say other languages, they tried to be purist in that sense, had very strong sense of like where it needs to go, etc.
4098000	4104000	But then they didn't get exactly the same way where Rust went.
4104000	4123000	And the part is, what you mentioned, being the sociable thing, like taking the feedback, be willing to change yourself well enough with time and with the requirement of people, even though it's not fun for you and it gets you down from your high horse.
4123000	4132000	It's worth enough to go through the transformation, go through the Laravel and PewPaw stages to get to that.
4132000	4142000	Otherwise, you get stuck in a self-loving, like echo chambers, like Haskell and many other languages like that.
4142000	4158000	They live that life. They're pure in a certain sense. And because they love their purism, that purism so damn much, they don't want to end up becoming what is popular by sacrificing some of the part that other people do not like about.
4158000	4168000	Where Rust actually did, like, OK, you don't like it that, like, it's not convenient enough. OK, let's make it easier for wider people, which helped.
4168000	4180000	Sometimes they even went back. Some concepts actually went back after making it way too like mushy mushy and then it's not landing well enough.
4181000	4197000	So that being willing to change with time and for wider spread basically is the fundamental aspect of what makes a species survive, basically survivalist approach to things.
4197000	4207000	That's what, along with the starting condition, because that is required. Without that, you again, you will lose your way. You need that.
4207000	4216000	But not being afraid to change with time, as long as you have your not star fixed. Those two things together is what got it there.
4216000	4235000	I'm pretty happy that one of the languages did, because usually what ends up happening, things that I put my bets on or things that I like, quote unquote, end up failing massively because of that extensive purist standpoint.
4235000	4249000	I'm really rather happy. I also came down from that extensive purist standpoint for myself and also saw that all the different projects or aspects of life that came down from that.
4249000	4257000	That transformation, that metamorphosis is what gives them the extra extended life that carries them to the next section, next phase.
4257000	4268000	No, no, no, Edmund, it's going in the same direction. Carry on, carry on.
4268000	4276000	I don't know whether to bring out yet another topic, but I have a couple of those things that I have been looking into.
4276000	4288000	So first of all, not first of all, in this particular topic that we are going into for that topic, sublist, for this sublist, first of all.
4288000	4303000	So I had a plan about because it fit. I have a plan about approaching three different topics and having three different names for the books called white matter, gray matter and dark matter.
4304000	4308000	So the white matter is basically the philosophy.
4308000	4320000	Gray matter is about the human condition, the psychological aspect of things, and the dark matter is about on physics, like the cosmology, et cetera, et cetera.
4320000	4325000	All those three things, concepts basically connect together. But that was the approach.
4325000	4331000	I'm not so sure because they're kind of like boiling down to the same thing, same part.
4331000	4351000	It's a little bit weird, but it seems like when you're trying to decide on the discuss on that white matter, the gray matter affects that your perception, your human condition affects the epistemic that you see and the interpretation of the reality also gets affected by that.
4351000	4358000	One aspect of that was the philosophy of metamorphosis.
4358000	4378000	Looking at the systems that are impure and impure the exact right way that it becomes advantageous to be impure in that matter.
4378000	4388000	Think about Voldemort as one example.
4388000	4403000	Think about the silicon as in doped semiconductors as one example, where the right amount of doping is what gives them the superpower.
4403000	4408000	Other than that, they are not super in any sense.
4408000	4419000	What is it about things that when we assign value to something, we kind of do that in a Boolean sense, we say something is good, something is bad.
4419000	4428000	That has been that entire moral and ethical schools of all different ways to think about it.
4428000	4434000	Aristotle did pose a kind of a middle ground, OK, too much, too little and just right.
4434000	4446000	I want to kind of expand on that just right part from the from the perspective of it does not live in a vacuum that just right.
4446000	4449000	Are you familiar with the concept that I'm talking about?
4450000	4454000	So just to just to for anybody listening to this.
4454000	4466000	So before Aristotle, like Plato and what's his name, Socrates, their philosophy was there's good, virtue and vice.
4466000	4470000	And they're kind of Boolean in a sense, good and bad.
4470000	4473000	Aristotle was like, no, here's the thing.
4473000	4476000	Too much of anything is bad.
4476000	4486000	If you are a person that is way too serious, that is not going to be registered as a good thing and would be beneficial for you.
4486000	4491000	If you're too much of a callous person, that also is not going to get registered as a good thing.
4491000	4499000	If you can bridge those two things together to come to a middle ground where you are serious enough but cheerful enough,
4499000	4504000	that is going to be give you the charm that people are looking for that is going to work in your favor.
4504000	4508000	So that's the that's the ground he was working with.
4508000	4520000	He kind of created nine of those sections and all those things, all different things that I don't think that set of like those nine items were comprehensive enough or anything.
4520000	4526000	But it establishes the point that you can see that in a spectrum.
4526000	4537000	My perspective is that you can still do that in a vacuum for any of the virtues, advices by themselves.
4537000	4549000	You have to look at it in which playground you are playing.
4549000	4555000	Carry on, carry on. You can get into this.
4555000	4565000	So the point I was trying to make is that you have to look at it in terms of where is this tool being applied.
4565000	4575000	And that's where that particular customization, which any of those attributes, any of the traits can be termed as good or bad.
4575000	4584000	But depending on the use cases, the utilitarian perspective, some of those things can be identified as advantages.
4584000	4589000	That's exactly what mutation is all about.
4589000	4597000	How mutation kind of promotes evolution and survival of the species.
4597000	4601000	That is the thing, the stochastic changes in some certain things that ends up.
4601000	4617000	So that's how evolution basically promotes, OK, go through multiple generations of things and whatever is supposed to stick around will stick around by just trial and error.
4617000	4622000	That's a very brute force way of doing something.
4622000	4630000	That is, evolution does not have a brain of its own.
4630000	4648000	But the way it ensures survival purely to its teleological own end, can you survive well enough to create another version of you with the good traits that you have and just loop that?
4648000	4658000	So how am I going to now come coming back to the talk about the entire part about the philosophy of halflings?
4658000	4662000	And then I'll go to the metamorphosis part, the halfling, the impurity.
4662000	4674000	So various different aspects of life in various different aspects of life, there are traits that people can use that gives them an advantage.
4674000	4678000	Or not only people like it transcends that.
4678000	4687000	But whenever you're trying to think of any of those traits in a vacuum, you can come to a like it's good or it's bad.
4687000	4695000	But the moment it gets infused with other things, other aspects of that, it becomes completely different.
4695000	4700000	It becomes either a necessity or a disadvantage in a sense.
4700000	4707000	Like a squirrel, you might not think why having a wing would be advantageous.
4707000	4726000	But if a squirrel gets the mutation of flappy like that handling the passive to support a passive flight from jump from tree to tree, how does that gives it evolutionary benefit to sustain its legacy?
4726000	4728000	That is stochastic.
4728000	4731000	It's a weird addition.
4731000	4733000	And those kind of weird additions are always there.
4733000	4740000	Usually we're not mindful about those things.
4740000	4742000	This does not live.
4742000	4745000	This entire concept does not live.
4745000	4750000	In a pure.
4750000	4754000	Interpretation of first virtual advice.
4754000	4758000	How do we frame that?
4758000	4760000	Because this becomes very utilitarian.
4760000	4766000	And that also might be a problem for some as in people who see things as a deontological perspective.
4766000	4771000	From that, they need to know whether something is good or bad.
4771000	4782000	How do we reconcile that aspect of things like sometimes there is no good or bad or there absolutely is we're just not looking at it right.
4782000	4784000	How do you think about this?
4784000	4794000	By the way, are you utilitarian or are you deontologist?
4794000	4798000	I believe in complexity.
4798000	4803000	And whoever gives me the complexity because I'm their slave.
4804000	4814000	Why I said that was that my gripe with most of these things is not about the.
4814000	4829000	It's not about if anything is good or bad or how people understand my gripe is the sort of reductionist approach of morality to constantly try to bring things down to.
4829000	4834000	Now, very polarized, very small set of values.
4834000	4838000	And what happens when multiple things interact, which is what you were saying.
4838000	4842000	I mean, I'm just adding to yours, not getting that.
4842000	4853000	The issue is that when some form of event interaction, some form of complexity comes up, that is when.
4853000	4859000	The smaller free thought framework, smaller, smaller moral frameworks break down.
4859000	4866000	Even if you progressed as much as saying that a good and bad are not two values, it's a spectrum.
4866000	4874000	You are still susceptible to the same thing because you are still susceptible to that one dimensional mapping of everything that is going on.
4874000	4889000	And. If anything, that generative is showing us is that to achieve higher and higher truth, better and better understanding and better and better predictions, we need to embrace more complexity.
4889000	4894000	We need to think in more dimensions, compute that many instances.
4894000	4900000	Now, what I'm trying to say is that this there is a certain.
4900000	4907000	There is a certain way of even building systems.
4907000	4926000	And I don't just mean software systems, a reductionist way of building systems, which in like, which wants to bring things down to this concepts of pure, impure, good, bad, impure being card, like the not pure existence of the not pure.
4926000	4930000	As often happens in that sense, the not pure happened to be the minority.
4930000	4939000	The pure happened to be the majority or the historical origins in which the pure happened to be the older, the non pure happened to be the newer.
4939000	4952000	So this line of inquiry, the slippery slope is it often leads to the kinds of bias where the system, the legality of the system is justified.
4952000	4962000	But the effect it has outside that system outside the purview of that system is often disastrous and disastrous to the point of no recovery.
4962000	4971000	Like there is a certain point of no return because you have simplified things so much you cannot trace back to what complex origins they were.
4971000	4979000	And that is when superstitions emerge or let's say xenophobia emerges and a bunch of these things can be traced back.
4979000	4988000	But then there is a certain value in retaining the complexity to a certain level.
4988000	4994000	So you are map reducing definitely because you want certain things to be computed.
4994000	5006000	But then the question is, what are those points of intervention in which the actor in this moralistic computation needs to step in and make certain micro judgments?
5006000	5013000	As opposed to be given a good or bad result. You can get a good or bad result if you want to.
5013000	5022000	And some of these concepts also underpin the reformation of justice systems that we see today around us.
5023000	5044000	The entire conversations around death penalties or around like mass incarceration that reform community work as a better option to mass incarceration, which like saves the state money and so on.
5044000	5051000	But if you look at the other perspective that what you are saying is that it's not pure and impure elements of the society.
5051000	5058000	I know I'm going towards society a bit, but just to draw that analogy that why diversity?
5058000	5066000	Why be inclusive? And again, connecting back to what did Rust do, which is where we kind of went into this from.
5066000	5078000	Is Rust embraced this resisting the reductionism, so to say, that it said that, OK, you cannot just say that these are this is the way to build software.
5078000	5084000	Everything else is irrelevant. What it did was set certain core guarantees.
5084000	5093000	One of them, one of those principles happened to be zero cost abstractions, which said that if I remove the runtime, if I reduce the runtime to near zero,
5093000	5105000	or if you're using just the same crust, you don't have a runtime, in which case you should be able to write your code in any form that you choose.
5105000	5108000	You want classes, you want excessive abstraction.
5108000	5116000	You can do that, but they are zero cost because end of the day, they are getting compiled to the similar underlying machine code.
5116000	5122000	Now, what that gives, if you look at it, it's very federal in nature.
5122000	5126000	It's saying that the core constitution remains the same.
5126000	5132000	You should try to stay as close to the constitution, but certain traditions are different for you.
5132000	5137000	You don't eat this. You don't drink that. You don't want this. You want these notable.
5137000	5148000	That's fine. You should still be able to run the same federal system without trying to impose on each other or take over the system.
5148000	5159000	So this is the sort of ingrained decentralized federal nature of also looking at community, of also looking at the systems.
5159000	5164000	The same thoughts build the systems, the same thoughts like the community first approach.
5164000	5180000	It's kind of like I described this to somebody a few weeks back that rust is basically at some point introverts, introverts in which ever sense, like socially awkward people eventually deciding that they'll do better work if they just for once work with each other.
5180000	5185000	They don't have to like each other. They don't have to party with each other.
5185000	5192000	They have to build RFs together. They have to vocally critique the work. They have to review the pull requests. They have to draw the roadmaps.
5192000	5195000	Wait, it's kind of like a wizard's convention.
5195000	5202000	So in that sense, rust is like United Nations done right.
5202000	5208000	It has a functioning product. It is not a body crippled by similar, very similar motives.
5208000	5216000	If you compare what is it that United Nations does not want to do, which is what makes its progress slow.
5216000	5229000	And as it turns out, if you were to make some drastic changes in United Nations to ensure certain actions towards climate change, they start looking like some of the things that the rust community has done.
5229000	5233000	Some point you have to draw a boundary and say no.
5233000	5241000	But at some points you also have to be accommodating, convince the existing people in the group that you have to let these people in.
5241000	5246000	You cannot be a roadblock. You cannot block their coming into the community.
5246000	5253000	But to those new people coming in, also sensitize them that look, this is the existing set of people.
5253000	5261000	Once you are in, you have to play by these rules and these are non-negotiable.
5261000	5266000	So, yeah, I mean, I was just trying to tie this together.
5267000	5271000	I see the point in like the connection between the two.
5271000	5284000	Yes. Yeah. So the morality part, what I feel is the question should not be one that of purity and impurity.
5284000	5290000	The question of purity only comes in the case of the conductivity.
5290000	5300000	If the purpose is verified that do we need a homogeneous society?
5300000	5302000	Do we need a homogeneous classroom?
5302000	5312000	Do we need a homogeneous colony, country or a homogeneous even software system?
5312000	5319000	In whichever way you think of it, it seems like if it is more result oriented, if it is more outcome oriented,
5319000	5323000	then the first thing to identify is the purpose valid.
5323000	5333000	So, for example, you say that we need only like certain type of people in the army for the army to function at its peak,
5333000	5337000	which then goes into gender segregation, racial segregation, caste segregation,
5337000	5340000	because upper caste people won't take orders from lower caste people.
5340000	5344000	So you have to break down caste, it seems, before you can have a functional army.
5344000	5350000	And then army is like, you know what, let's just hire upper class men or upper caste men.
5350000	5352000	That is one way to solve the problem.
5352000	5354000	The entire thing will operate very smoothly.
5354000	5364000	But unless you establish the purpose then and what I'm trying to do is bring in the complexity and saying that do not anchor on the end result.
5364000	5367000	Do not just evaluate the end result.
5367000	5378000	Evaluate the purpose, evaluate the process and compute the end result and have the heart, have the courage to accept that end result.
5378000	5390000	If you have put, if your process is well established, if your purpose is well reviewed and you are executing in a certain way,
5390000	5398000	be okay with the results because it's likely that you have not seen certain variables which might be impediments during your design.
5398000	5408000	This is called the agile way in software development, as it turns out, that be open to reacting to things, optimize process for people,
5408000	5411000	build processes for people, not the other way around.
5411000	5419000	And the reason humanity keeps on circling back on some of these core tenets is that it seems like if you ignore complexity,
5419000	5430000	you are doing the same kind of idiotic gesture that a hunter gatherer human just tries to be careful of the tiger
5430000	5437000	at the peril of ignoring the forest fire, which is I want to give tigers away.
5437000	5439000	I want to put fires all around me.
5439000	5440000	Tigers are bad.
5441000	5445000	So basically you don't want to go down that reductionism.
5445000	5456000	Now why, where this is the slippery slope is minds like your and mine can constantly self-check and stay on a certain blade's edge.
5456000	5463000	Even when conducting something which is just with two values or which is with homogeneous, there is that sense of alertness.
5463000	5468000	On an average, humans don't have that alertness, that self-correction is missing.
5468000	5475000	And which is why you see religious dogmatism pervade to the point because those are simpler frameworks to look at the world.
5475000	5477000	These people are not stupid.
5477000	5482000	They're not stupid in the sense that they are not capable of computation.
5482000	5490000	But you just can't compare a Pentium II processor, put it with a core i9, give them the same task.
5490000	5494000	I mean, not the right example.
5494000	5495000	Not the right example.
5495000	5497000	In a sense, I was trying to correct the analogies.
5497000	5499000	It's not about hardware, hardware.
5499000	5500000	Not about the hardware.
5500000	5503000	The software that is running is not does not understand.
5503000	5504000	Yeah.
5504000	5505000	Yeah.
5505000	5509000	I mean, in that sense, it's more like Windows kind of different.
5509000	5510000	It's a Linux version.
5510000	5512000	The exact same core i9.
5512000	5516000	If you apply the right software, it can work differently.
5516000	5522000	And what is the difference that Windows is trying to take a lot more decision for you?
5522000	5523000	Yeah.
5523000	5524000	What does religion?
5524000	5526000	What is the solace of religion?
5526000	5528000	Practicing religion.
5528000	5529000	It is computing.
5529000	5532000	So it is giving you a small set of model codes.
5532000	5533000	Precomputed.
5533000	5536000	Believe in it.
5536000	5538000	Delegating.
5538000	5540000	Limited customizability.
5540000	5541000	Yeah.
5541000	5543000	So what is religion doing for you?
5543000	5546000	I was trying to answer that question.
5546000	5549000	Would that be delegating responsibility in a sense?
5550000	5551000	It is.
5551000	5553000	Instead of trying to figure it out.
5553000	5555000	I'll do it myself.
5555000	5562000	And no, this is so that kind of goes into a discussion about.
5562000	5571000	Isn't there a saying about like know what you can control, know what you cannot control and know the differences, something like that.
5571000	5572000	It sounds something like that.
5572000	5574000	I'm pretty sure I'm messing it up in a sense.
5574000	5578000	So what it says that there are things that you cannot control.
5578000	5596000	Don't be too worried about it because there is also again overdoing that part and going into substance abuse and all the other kind of things where it kind of helps to assign that to a destiny or a God or something like that.
5596000	5598000	That's the part I cannot control.
5598000	5600000	Let let that be it.
5600000	5602000	Whatever that is.
5602000	5610000	Let's focus on the part that I can control and hope that my life turns out as something that I am OK with or happy with.
5610000	5615000	Or I can give myself the illusion of that's the best life that I can have.
5615000	5621000	That pretty much where it boils down to the entire concept of worship.
5621000	5630000	Why would you want to worship something or go back to like.
5630000	5637000	Basically sign your free will away in a sense to some extent.
5637000	5641000	If something happens because your destiny wanted it to be.
5641000	5647000	That means it's not that you that changed the destiny but destiny wanted your path to go that way.
5647000	5652000	So that is kind of signing off signing away your free will in a sense.
5652000	5653000	Why would you.
5653000	5658000	Again it doesn't matter where I stand on the free will part like the.
5658000	5661000	Keeping that aside I'm talking about in general sense.
5661000	5666000	So that's where the concept of this entire.
5666000	5670000	So that results into a broken self regulation.
5670000	5674000	If you are expecting somebody is doing the regulation.
5674000	5679000	That means you are not responsible or liable for the regulation.
5679000	5682000	And what happens when we don't use a particular muscle.
5682000	5684000	It atrophies right.
5684000	5692000	So that's the same thing when you are talking about the part about being able to work or like walk on the knife's edge.
5692000	5697000	And not being able to why that happens why people don't.
5697000	5706000	Like most in general don't want to or can't or fail to walk like walk on the knife's edge because they lose that muscle.
5706000	5717000	They lose that self regulation because they attribute the delegate that self regulation regulation part itself on somebody else.
5717000	5720000	And I'm not talking about only on religion.
5720000	5730000	It does come down to the regulation of the justice justice system etc.
5730000	5734000	It also does come down to that is the comes down to the governments as well.
5734000	5744000	All the system where you need to look up to somebody like a big brother or a father figure in order to get something done anywhere that is.
5744000	5749000	That means you are weakening yourself.
5749000	5761000	You are not just a small political commentary at this point is this is the part I feel like resonates the most with Ambedkar warning people about hero worship in Indian politics.
5762000	5773000	And he was kind of talking from this delegation perspective as well that we are prone to doing that because it is easier because it is convenient.
5774000	5792000	But yeah end of commentary the curious part though in all of this is that you can in fact live your life in binaries but just wanted to tie this up to one of the maxims of life for me.
5792000	5804000	I think I briefly touched it on last days be wary of binaries and I mean be excessively skeptical of monogamists.
5804000	5813000	And in either sense the reason for that wariness is that it's OK to walk on that knife's edge.
5813000	5822000	And again each of these systems that we are talking of what are they trying to do the role they play in a human's life.
5822000	5836000	They are sort of a competitor to religious beliefs you will find at every step whether they mock or ridicule or this they claim to be delivering an alternate lifestyle to what everyday religious practice is granting.
