start	end	text
2974000	2985000	When I say energy system, just imagine the combination of an unlimited uterium supply and unlimited replicators in the Star Trek context.
2985000	2993000	If you have those two technologies or those two resources available in vast quantities that can change any society in any direction.
2993000	2999000	At that point, direction is a matter of the forces immediately pushing it till the resources expire.
2999000	3006000	Now imagine in a universe where you cannot destroy replicators and dilithium resources.
3006000	3011000	Just imagine a game world like they are non-destructible resources.
3011000	3013000	You can go bang against them, nothing will happen.
3013000	3025000	So eventually the entities in that world will learn to live with the fact that they can build anything at any point and with unlimited energy.
3025000	3028000	And suddenly the craze for resources do not exist anymore.
3028000	3034000	And we have reached that platonic ideal state of sorts where you don't need to have that lust for hunger.
3034000	3039000	And you can then focus on something that is a higher principle.
3040000	3049000	The disconnect between all, let's say the key drivers of human driven change, let's say.
3049000	3057000	And I mean the people ultimately responsible for whatever actions humans are performing at mass scales.
3057000	3066000	Those people usually portray this imagery that they are already at that stage where they have a self-reliant system
3066000	3070000	and that they are just doing everything for the greater good.
3070000	3074000	All I'm saying is that is necessary. It will eventually be part of the system.
3074000	3087000	But for now, the thing that we need to remember is that we are operating under limited resource in a world where we are not energy self-sufficient.
3087000	3092000	That is, we need to extract energy from other places.
3092000	3102000	With that in context, then the question of ethics shifts from is doing that good or bad to how can you do that better?
3102000	3110000	That we are today extracting a massive amount of meat from animals.
3110000	3116000	So you can use the same tool now to dissect any concept and go into that debate.
3116000	3130000	But what I'm trying to say is I think the question that is that good or bad, like is progress good or bad, eventually is a polarizing question.
3130000	3146000	And it's polarizing because, well, too much progress and not enough progress have only one meaning at the scale of the universe.
3146000	3153000	And that is maximum entropy saturation and no entropy at the beginning of the universe.
3154000	3162000	Between that, between if you need to, I mean, if let's say we for the sake of the discussion that we must make it bipolar,
3162000	3172000	let's make sure the poles are that far apart and be humble in approaching what we are approaching in that space.
3172000	3182000	So then anthropomorphic or anthropogenic concepts become, that is what I was trying to say, they become a limiter.
3182000	3190000	And you can again go into the argument for good or bad reasons, in which case see the last 10 minutes of this talk.
3190000	3199000	But what I'm trying to say is that we can instead look at the fact that there are certain things we cannot avoid.
3199000	3208000	Like I cannot keep my cat from having a good time outside just because another cat outside is terrorizing this cat.
3208000	3214000	If I keep the cat indoors, I will keep it the safest, no doubt.
3214000	3226000	And if you want to make that into a question of morality, then is that the right use of those few CPU cycles?
3226000	3228000	That is a question of morality.
3228000	3237000	Yeah, I know. So I get where you're coming from. I kind of have follow ups. Sorry, I might be too not loud, essentially.
3237000	3241000	What is opposite of loud? Anyways, I can hear you clear.
3241000	3253000	So the world of abundance, energy self-sufficiency, I'm not using that term because I'm just using a more generic way that makes sense to me.
3253000	3262000	So just to be clear here, when I said energy self-sufficiency, I meant in the true sense of us having a cyclical energy economy.
3262000	3271000	You're technically correct, but I'm saying world of abundance because before we reach that energy self-sufficiency,
3271000	3281000	the reason it's tail chasing perpetual is because you can keep on going.
3281000	3291000	The more amount of energy you chase, the more amount of energy you need to chase that, it kind of gets to a point like how many Kardashev skills do you want to go?
3291000	3295000	So that's the reason I'm not using that. I'm just using a more generic term.
3295000	3302000	Let me just interject here once. What I was trying to really make the point is that these are important questions, but these are not urgent ones.
3302000	3309000	These are questions that we need to consider when we are at that stage without which we will constantly be in this phase.
3309000	3316000	And there are more immediate concerns and there are more immediate possibilities that we would get to.
3316000	3323000	And just to sum that up, one of the areas that I was talking of or trying to get to is that when we are looking at morality,
3323000	3328000	or let's say, should I do some like that archival context, right?
3328000	3339000	One of the things that we can do with a lot of the systems that we have right now is again following Floridi's description that we run more simulations.
3339000	3345000	That one of the things if you, so this is where I want to tie that to the maxim, but that I am not against maxims.
3345000	3351000	I understand the value of maxims. I am terribly skeptical of when maxims are set in stone.
3351000	3361000	I am very much fond of maxims that are the output of an elaborate computation which gives me a certain predicted result.
3361000	3370000	And similarly, if the input conditions change, the output might change, but the output will still be provable based on the input conditions that I have received.
3370000	3377000	So if those are the maxims, the issue we have with the maxims of till date technology is that maxims had to be written in stone
3377000	3387000	because they had to convey the largest possible information and they were open to understand, open to interpretations.
3387000	3395000	Now, what if you don't just save the maxim? You save the version control history, for example, that led to the creation of the maxim
3395000	3402000	so that lawyers of future date, when they use this maxim as a founding principle, they can also analyze the maxim if they need to.
3402000	3412000	And that's just one aspect that what we have gained is the ability to simulate a lot of this, store a lot of the state to make it replayable,
3412000	3420000	which brings back to that verifiable history as an archival thing.
3421000	3440000	I agree on that part. The part that I am seeing that more can be added here is that when you are saying that, OK, which part do we need to decide to keep?
3440000	3447000	I'm seeing the pattern that we actually don't need to because we don't know which part actually we end up being important.
3447000	3460000	Yeah, but what we can do, so then we don't need to, it does not mean that the system is that black ship of in the restaurant at the end of the universe.
3460000	3468000	The restaurant at the end of the universe, where it is just one voice command control and I'm not talking of that.
3468000	3478000	I'm talking of intervention under the right layers, which is kind of let the mass scale system, the mass data processor do its work
3478000	3488000	because it's already been trained or you can let's say tweak the parameters, whatever, but let it do its work, step back, but have the capability of chiming in.
3488000	3502000	For example, keywords, for example, just the ability to indicate that, OK, go back and switch from here, but which are all in essence better retrieval.
3502000	3514000	Yeah, so think about it in this way. The way mummies are kept, they were not creating that as a time capsule so that the latter point in time people can dig them up
3514000	3522000	and learn more about their history, which kind of oils were being used, what is the isotope and all. They didn't know that they didn't have to find that out.
3522000	3532000	They didn't know that, OK, the fingerprints that they leave are going to be uniquely identified that how many people actually worked on this particular month, those kind of things.
3532000	3543000	I have a very interesting what I had once written on this. Let me just see if it fits here that one of the answers to what is worth archiving.
3543000	3553000	I mean, I had asked you a question I had, of course, thought through a bit is that a very different thing that I want to live in a situation like let's imagine a hypothetical society
3553000	3573000	where as we live our daily lives, libraries form, as generations pass, museums form, as more people want to play parks form and as more people just want to stay quiet, things don't change.
3573000	3586000	Yeah, and so that is kind of. Yeah, that's profound. That is one of the maxims in a way. If you can just pack it together in a good package, that is the maximum.
3586000	3592000	I understand that you don't have to explain, right? No, I'm just explaining for the sake of the technicality.
3593000	3606000	This is what I mean when I say that the answer to what should be archived should not be a specific answer, which is if you're writing software, do not give me specific if then else, please use functional programming.
3606000	3615000	Please think of data transformations, data flowing through a system and write functions to transform at those intersections rather than dealing with discrete data.
3615000	3629000	And similarly, when we're talking philosophy, we very quickly go from a more abstract concept to a discrete concept and still think it is abstract, which is where the fallacy is creeping.
3629000	3640000	Those are the places where I get concerned if I am not caught, like that's when I would expect somebody like you to hold my feet to the fire, essentially.
3640000	3645000	If I ever fall to those, I don't don't try to jump around the as in dance around the topic.
3645000	3649000	If ever I am making any kind of like a fallacy.
3649000	3658000	The only time I dance around the topic is if there is a force field around it that I can't get through to it.
3658000	3667000	Or let's say even better, a bonfire in the center of it, a force field around it, and I am really in a good mood to run around the fire.
3667000	3669000	Maybe there's also a good music.
3669000	3673000	Yes, in which case, maybe that's the topic. But let's say it's like some sort of it.
3673000	3681000	Yeah, so the what I was trying to say, I forgot. Okay, so the intent part of it, so some part of it.
3681000	3686000	So the reason when I asked, right, I also kind of thought about that part.
3687000	3708000	When I say that what is worth doing after deciding what is good to do, the intent eventually pushes itself in like nature, pretty much in all of this discussion is in like deciding who is who is deciding what to do.
3708000	3722000	There will basically forming the next part of the fabric, essentially the pattern in the fabric of reality, if they choose to go forward and pursue that essentially.
3722000	3740000	So at the center of it, there is nobody telling you that you need to do this. It's you deciding to tell yourself that I need to do this.
3740000	3747000	Unless your managers put it on the sprint roadmap without consulting you.
3747000	3756000	I mean, I get the joke, but my counter joke, which will not sound as a joke is that you have to be able to drop the manager.
3756000	3762000	Before you drop the manager, can you assume to be the manager?
3762000	3772000	No, no. If you kill the god, you now have the responsibility to be the god. I'm coming from that perspective, but I know that.
3772000	3788000	Fair, fair, fair. Again, what we were just about to take what two different moralistic stances and based on the initial variable, like that very input into that function, the output would have been different.
3788000	3798000	And these are the places where I said that when your discussion comes full circle and you see a fork in the road back again, but it looks like one lane you have already come through.
3798000	3807000	That's when it's time to mark that put a direction that this was already covered. Now we go here so that you can go in that direction.
3807000	3811000	And how do we mark this one?
3811000	3818000	Well, let's market with.
3818000	3826000	I don't know. I'm very curious to see what the system does. I don't want to give too many inputs at this point.
3826000	3835000	I just want to see what comes out because it's like, you know, you've bought a stock car before you write it and understand don't tune it.
3835000	3840000	Because you won't know what exactly changed as a result of the tuning. So like this is my first time.
3840000	3846000	So recently I come like I came across that would be the right time.
3846000	3852000	So a particular situation where this is this made a whole lot more sense.
3852000	3870000	So the GRR Tolkien's interpretation of where he was coming at, like the moralistic, his moral standpoint, why he was against Sauron or technological development, in a sense, which Sauron embodied.
3870000	3878000	The issue with any Tolkien modalities, it can be dethroned in one shot, but yeah, take it in the context of what you're saying.
3878000	3892000	But yeah, so what Sauron represented is that knowing that Eru Il-Hutur exists, he kind of like, no, I am going to replace you with myself in a sense.
3892000	3905000	Like I'm talking about the new I have I don't know whether you have watched it, the Prime series, the Rings of Power.
3905000	3907000	I don't think you have watched.
3907000	3914000	I don't know if I have not. If I started then I started then it had some place where yeah.
3914000	3924000	Yeah, you probably wouldn't like it as somebody who has invested interest into the cohesiveness of the world that you have already known.
3924000	3934000	And though from the light from the perspective from which light you have seen it, it would seem like a kind of desecration in a sense.
3934000	3938000	Like somebody is one screaming before you continue.
3938000	3955000	One thing to note about how I potentially look at a lot of the rings is it's an revisionist history of a massive, massive peasant uprising that kingdoms were forced to unite and bring down.
3955000	3959000	And when you put that lens, then everything else makes that much more sense.
3959000	3965000	Then why Aragon is being this douchebag Aragon makes more sense.
3965000	3974000	And why why like repair this one blade over the cost of this fucking get a new one made man might even get you better technology nowadays.
3974000	3979000	But no, the emblem was more important than the weapon itself.
3980000	3982000	Where things that just make it.
3982000	3987000	I'm just saying that, of course, I have read it and I understand it as Tolkien intended.
3987000	4004000	But I also see it as a potentially in looking at our current times that it kind of fits almost as if it's a revisionist history that there was some other history which we if we dig deeper in some lost scrolls like the charwaks will find something else existed.
4004000	4011000	When you when you say that it's a revisionist history, it tells me everything that I need to know about your standpoint on that.
4011000	4019000	I don't need more explanation than this, honestly, because I don't know what is relevant for archival.
4019000	4023000	No, so I'm also marking my own bookmarks for future retrieval.
4023000	4032000	Right. So knowing that the way I've seen most of the Tolkien fans discuss this or come come at it from no, no, no.
4032000	4036000	You are basically this is sacri, what do you call it?
4036000	4049000	Sacrimonious for the most people they think the most feminist moment in Lord of the Rings was you opening her helmet and saying I'm not a man.
4049000	4053000	Yay for feminism. That's like their the peak of their understanding.
4053000	4057000	So yeah, so so that's sanctimonious position.
4057000	4059000	If you hold it, then it would hurt you.
4059000	4066000	But if you can open your mind like, OK, this is a world that can have multiple different interpretation in different people's eyes.
4066000	4070000	How can you say this in this world?
4070000	4077000	Galadriel is not so much so different than the enemy that she is trying to kill.
4077000	4079000	And it is very clearly shown.
4079000	4088000	Yeah, and eventually she discovers that she is pretty much word for word the same entity.
4088000	4092000	And if she does win, like you can take sides, you can pick sides.
4092000	4105000	But if and the person that Sauron is trying to like rage against, like fight against or like replace cannot like basically in the story's frame, you cannot.
4105000	4112000	The person who created the universe, but trying to the directionality is on the same way.
4112000	4118000	Like I will enforce my will onto this world. Innocence.
4118000	4125000	End of the day, when I replace you, I will rewrite the history the way I see it fit.
4125000	4129000	And people will know you were the bad guy. I am the good guy.
4129000	4136000	So whatever is shy clue in the before is the Satan after essentially innocence.
4136000	4146000	So if you see it, see that from that perspective, you also see that Galadriel is effectively the same person, not so much different from Sauron.
4146000	4151000	And if she ends up winning, she will not do something that's different than her.
4151000	4159000	She's likely to dismantle the patriarchal power structures that exist in the world.
4159000	4167000	If that is what you want, that is your intent to preserve that history.
4167000	4175000	And you are more into no, I am more into I am into this patriarchal structure or I don't care about that.
4175000	4180000	I just care about their technology and how much they are building, et cetera, et cetera.
4180000	4186000	And you choose to be on the side of Sauron. That is also an option. You can do that.
4186000	4194000	And end of the day, whoever ends up winning will end up writing that history turns out in this particular story, Sauron ends up losing.
4194000	4203000	So his people are uglier and shorter and speak a language that the book is not written in innocence.
4203000	4208000	It's a dark language. He ends up winning.
4208000	4213000	That is the language of the book. And the other language is the dark language.
4213000	4220000	The point I was trying to make is that all those discussion about morality, it kind of comes down to that.
4220000	4235000	What is the person who is observing the person who is narrating and the person who is intending to preserve the part of the history, which side they want to take effectively comes down boils down to that.
4235000	4240000	So at the end of the day, you kind of have to take that.
4240000	4248000	I want to preserve this part of the history. I want to make this part this kind of changes, this change in entropy.
4248000	4253000	Oh, I have another example on this. So entropy and hold on to that.
4253000	4263000	And if you can end up executing it, now the world has that scratch mark, that entropy imprinted on its reality.
4263000	4269000	Think about how do you create a stone statue?
4269000	4273000	Think about the entropy of a stone statue.
4273000	4280000	We say that entropy is something that is basically disintegrating and taking a low energy state.
4280000	4288000	No, but that is the misconception of understanding of entropy. Entropy is not disintegrating.
4288000	4301000	How would you define because for a statue, somehow some sense had to come together or you're muted.
4301000	4303000	You are muted.
4303000	4305000	I am not on mute anymore, but there is a lag.
4305000	4308000	OK, sorry, go ahead.
4308000	4315000	Yeah, so I was saying just pointing out the fact that it's not entropy that is decreasing.
4315000	4323000	It's the action like the entropy as the agent of change, because entropy is growing in that sense.
4323000	4328000	So just because in colloquial language, we kind of keep on doing this switch.
4328000	4337000	We cannot. So the point I'm trying to make is that you can't and this is not the known.
4337000	4342000	So this is you can call it original research or only the original thesis or something like that.
4342000	4348000	This is not science does not approve of this yet.
4348000	4350000	This is not peer reviewed.
4351000	4364000	But I'm positing this is that you can't say which one is the direction of entropy by being inside of a system unless.
4364000	4374000	So for the designer, the entropy would always seem to go towards the end state that is more organized.
4374000	4384000	But for the players inside the system, it will always seem to go towards a more disorganized, even if the events are exactly the same.
4384000	4388000	Well, you can prove the statement with simple linear algebra.
4388000	4399000	I mean, I'm just saying that this is one of those very axiomatic statements because you need to be able to let's see, even if it's a matrix,
4399000	4409000	you need to be able to write the matrix in a way that you have at least one more dimension for you to compute the values of that dimension.
4409000	4422000	So you cannot by any chance know what is going to come out of a system unless you have access to a higher dimensionality from which to observe and compute the current dimensionality,
4422000	4429000	which also makes the capability of dimensionality increase and computing as unidirectional.
4429000	4435000	You can only observe higher from higher dimension or lower dimension cannot do the other way around.
4435000	4441000	So these are in the same sense, the established laws in physics, which again apply right here.
4441000	4450000	Yeah, this is one of the topics I just reminded me that we are probably looking back in that we need a higher dimensional to in order to comprehend the lower dimension.
4450000	4454000	This is the deja vu point. OK, so that part we understand now.
4454000	4459000	So with that framework in mind, think about the person.
4459000	4465000	If I'm a sculptor, for me, it's a block of stone.
4465000	4468000	I am chipping the stone away.
4468000	4471000	That is not the statue.
4471000	4478000	And what remains is the statue and a lot of broken stone chips everywhere else.
4478000	4486000	If you are somebody who doesn't, it's basically a fish that doesn't understand the concept of statue.
4486000	4495000	Looking at this entire event, sees that there was this big stone and now there's a lot of chips and one big chip.
4495000	4499000	This is how entropy, this is the direction of the entropy.
4499000	4505000	It is basically disintegrating. It is for breaking down. It is like basically flattening everything.
4505000	4511000	That is where it is seen. It doesn't see the intent was to make a statue.
4511000	4513000	Is it that statue?
4513000	4520000	If that is the case, that stone that is crumbling around, that is basically a byproduct.
4520000	4527000	Either you dust it away or you basically move on from there, take the statue with you.
4527000	4530000	You don't care about that part.
4530000	4533000	If you are the designer, it came to life.
4533000	4537000	You actually reduced entropy in a sense.
4537000	4542000	End of the day your end result was supposed to be the statue and now that is.
4542000	4551000	Whereas what started with this journey with the stone started with a lot of silica dust.
4551000	4557000	Eventually probably formed under some ocean basement millions of years back.
4557000	4560000	And then gradually got pushed out.
4560000	4564000	So if you think of that whole thing as a time lapse, what happened?
4564000	4570000	A lot of random particles came together, formed something and then became a statue.
4570000	4573000	And a couple of them stayed there.
4573000	4579000	Does it not look like a completely opposite of what we say that things cannot happen?
4579000	4581000	Entropy doesn't work that way.
4581000	4586000	Things don't come together in a shape. They just fall out of that shape.
4586000	4590000	So you can completely show that that is actually possible.
4590000	4592000	That's something that you can do.
4592000	4602000	Now that is only the case when the creator or designer, somebody with an intent is enforcing that.
4602000	4607000	That's only the time when seems to be entropy is actually going backwards.
4607000	4614000	But for the players, for the NPCs, it will always seem to go to a higher entropy state.
4614000	4619000	Even though the events are exactly the same.
4619000	4624000	Yep. So I mean, entropy is like the ultimate Borg.
4624000	4628000	The intentions are irrelevant. You will be assimilated.
4628000	4636000	Yeah. So the reason for me to bring this one out is kind of to put a pin on that entire discussion about.
4636000	4651000	So we probably are not done with the discussion, but probably still to put a pin on what is worth salvaging or like storing or basically collecting or documenting and keeping for a long term storage.
4651000	4658000	There's a lot of it is basically intent towards something.
4658000	4669000	And the ability. So then basically to touch along with that is a tamper proof history.
4669000	4678000	As a way of ensuring lesser degradation of the knowledge over time.
4678000	4689000	If you and then again, tamper proof history will also, of course, be it will only be from a certain point in time forwards till you have higher dimensionality.
4689000	4698000	Right. But just to wrap up. So the tamper proof history is important in the sense that you're not storing all of the information.
4698000	4701000	The tamper proof like it's basically zero knowledge proofs.
4701000	4710000	It's smart contracts equivalent of things that you are storing, not just the maxims, not just the learnings or the archives or the intent.
4710000	4726000	In this case, if you want to guarantee that it won't be tampered with so high guarantee versus a loose guarantee, the high guarantee should also have mechanism for you to reproduce that final state like a theorem.
4726000	4735000	So to say, then what you archive, what is worth archiving, primary answer would be the intent.
4735000	4742000	Because it's only when you apply intent frame on frame on frame, intent action, intent action, intent action.
4742000	4754000	If you believe in that homogeneous causality, that is, if you want to implement a homogeneous causality, then let's just say in kit terms.
4754000	4768000	Continuous. Yeah, a continuous, but unidirectional causality of equal intervals like intent precedes an action.
4768000	4778000	So the in this case is simply going to be a high guarantee.
4778000	4788000	If you are storing only the intent, sorry, low guarantee for storing only the intent, a high guarantee if you're storing the intent along with the replay mechanism.
4788000	4796000	But just because when we say low loose guarantee does not mean falsification.
4796000	4806000	Lose guarantee is simply saying that you will have to take this as face value because you don't have any way to reproduce this to know for yourself.
4806000	4809000	But it has not been changed.
4809000	4813000	OK, that is a good as in a baseline.
4813000	4820000	I have two things to add there like nothing to like it's not doesn't exclude from what you already said.
4820000	4826000	I want to add that perspective, adding more perspective to existing data.
4826000	4831000	So basically multiple accounts to the same story to avoid that.
4831000	4836000	What is the term that you used for what history?
4836000	4838000	For a lot of the things.
4838000	4842000	Temper proof revisionist revisionist.
4842000	4862000	So to avoid one single narrative to through some certain filter instead of that coming to become like being treated as a history, let all the different filters play their role and record all of those.
4862000	4868000	Don't be the judge and judge decide which one is more relevant, which one is actually correct.
4868000	4878000	So think of it in this way, then your view of history is just a query on that database on the database of history or whatever part of history you have access to.
4878000	4883000	Yes, because there can be many databases which can choose to communicate or not.
4883000	4888000	So at any point you only have a limited view of something.
4888000	4891000	I mean, the best way I can explain it is by Dota.
4891000	4894000	Your map has begun to explode only certain events.
4894000	4897000	Don't be have the audacity to ask for what is there in the dark.
4897000	4898000	Go find it.
4898000	4900000	Yeah, yeah, exactly.
4900000	4912000	So if that is the case, if then, I mean, a lot of the solved problems we are just basically philosophizing game design to a point that why are games designed the way they are designed?
4912000	4914000	There's a very good reason for me to do that.
4914000	4916000	And I will come to that after some point.
4916000	4917000	But yes, you are correct.
4917000	4918000	I know, I know.
4918000	4931000	I'm just again connecting in let's say for the sake of viewers or for us as the future viewer that a lot of what is happening has very strong analogies to the concerns faced by game design and have been answered in different ways.
4931000	4935000	So basically the philosophy for our times.
4935000	4942000	One is possibly the information like the impact of AI, which are again very large scale endeavors.
4942000	4960000	But if you really want to geek out on something more tangible, try to philosophize software or like systems design tradeoffs, the architecture, why something is built, how it is built and why, why, why are games entirely different?
4961000	4973000	Which are also applications themselves of application development such that we distinguish in our software industry as a game developer and an application developer, a JavaScript developer and a game developer.
4973000	4976000	What's going on there?
4976000	4989000	What and what I'm saying is that the things that we are touching has foundations in some of those things for you, extensive experience with Dota for me, certain other things.
4989000	4996000	But you see that some of these also have answers to very complex certain complexities of our daily life.
4996000	5002000	And I'll just at this point just leave two nuggets, which may be pick up at a later point.
5002000	5007000	One of them is the entity component system architecture.
5007000	5010000	What it does, why it does.
5010000	5013000	Can you write it down in the chats?
5013000	5015000	Yeah.
5015000	5017000	Come back to it, essentially.
5017000	5020000	I don't want to.
5020000	5027000	Sorry.
5027000	5030000	Oh, okay.
5030000	5032000	I couldn't hear it properly.
5032000	5035000	Yes, I figured.
5035000	5039000	What we don't mention here is, of course, why it is used.
5039000	5049000	But ECS is one of those architectural patterns that I find very close to my heart.
5049000	5060000	Because it tries to, I mean, it is a sort of, in that sense, superset or an application of functional programming concepts in the way that it is encapsulating the concept of components.
5060000	5069000	But it's kind of a worldview, which is very similar to how I kind of think of the word, like as something that is a state transformer.
5069000	5075000	A massive state transformer with very intricate rules all the way down to the smallest levels.
5075000	5079000	But then entities are independent.
5079000	5086000	But I would just like to use the same things that we're doing to analyze entity component system as a case study.
5086000	5092000	And see what are the trade-offs that it makes, which, again, you cannot get with an object-oriented thing.
5092000	5095000	We can, of course, compare, particularly with a waste of time.
5095000	5113000	And the other aspect that kind of ties this through a lot of this is the edge that, again, like I said in the beginning, why does our existing current AI system, so let's say generative AI or whichever form,
5113000	5126000	I'm just saying status quo and whatever research is in progress at this point, the totality of that, that they seem to be facing certain questions that have been answered again and again.
5126000	5131000	And there are some very smart people who are also thinking along those lines.
5131000	5151000	And then I want to move the discussion beyond just, oh, like, let's say ethics of AI in a generic sense, or should we do this, should we do that, to what are the things that we could not do earlier and hence had not considered at all.
5151000	5155000	And like, and we are able to do that.
5155000	5157000	So I kind of lost the thread there.
5157000	5177000	But yeah, I always think that, yes, when this ties together with the deeply political aspects of our thought and are probably how some of our technology choices are being your mind.
5177000	5183000	Tends to be and again from theoretical perspective that tends to be anarchist in nature.
5183000	5190000	And again, not the bomb throwing anarchist, but the theoretical anarchist principle.
5190000	5192000	So I intend to delve deeper into this.
5192000	5196000	I've been reading up a bit to connect the dots here.
5196000	5202000	And at the same time, it exhibits very strong nihilistic tendencies.
5202000	5204000	And why does it do that?
5204000	5212000	Because a lot of the questions we are asking around archival have also come from the fact that we have lost enough information in our life.
5212000	5215000	It's not coming from an ideological stance alone.
5215000	5224000	It's an ideological stance informed by the losses we have already experienced, which we have not been able to recover, some way or the other.
5224000	5227000	So there's like personal skin in the game.
5227000	5233000	But a lot of these concepts would then look at that one key perspective.
5233000	5240000	So you mentioned some of the things and thanks for like kind of reeling the whole thing together.
5240000	5245000	I know that there are lots of topics that we could go through today itself.
5245000	5252000	But I think it's better that we take the small bite chew over and then come keep coming back and do more of that.
5253000	5259000	Sustaining that high is probably more important than like getting in, being too excited and then burning out.
5259000	5263000	So I think it is better to keep those things out for the future.
5263000	5278000	Couple of things, couple of topics that like one part is that the nihilism, like what kind of energy we are talking about here, establishing those things, going around that part.
5279000	5283000	So I can just add one point here.
5283000	5294000	The idea of the philosophical analysis of some of these seemingly political principles is that they make for very good taste suits for any system that you build,
5294000	5303000	which means I am now talking of that we need to build software systems where our software testers are philosophers
5303000	5308000	so that they can actually know what is the right thing to test the system against.
5308000	5310000	What are my automated tests supposed to guarantee?
5310000	5316000	And I want to approach these from the testability of a software perspective as well.
5316000	5320000	In fact, I would argue that's probably where the world is headed.
5320000	5322000	It's not that that's that should happen.
5322000	5330000	It probably would become very like I think it will just become purely out of several of the fittest in a couple of.
5330000	5331000	I don't really know.
5331000	5333000	I'm very bad at breaking the years.
5333000	5341000	But in two years time, I'm I'm fairly certain that people who have better understanding of epistemic,
5341000	5350000	how to understand the framework itself more than the execution of like basically story point driven output,
5350000	5359000	they're going to start winning out a massive amount to the point that it will become obvious to everybody else that that aspect is way more important.
5359000	5366000	Actual execution of getting the things done can pretty much be delegated to a declarative statement
5366000	5372000	and then waiting for the model to execute that and come back to you.
5372000	5380000	Deciding what is how to tackle that problem, what the declarative statement is, what is worth doing,
5380000	5387000	that part, understanding of epistemic of that part, building the test system where that can be validated or not validated.
5387000	5390000	Those are the parts that are going to start mattering way, way more.
5390000	5401000	And yeah, one of the things that I have seen and I also want to discuss about that is that how was the utilitarian and deontological standpoint
5401000	5406000	and how does that relate to I don't know whether there's an actual background to that,
5406000	5414000	but how does that relate to a declarative versus procedural, not procedural, imperative essentially.
5414000	5420000	I completely forgot. At one point I had told you there are two forks and I went down one fork and I continued.
5420000	5428000	The other fork was supposed to be this declarative versus this discussion as basically the flow-based programming
5428000	5434000	or that's where it came to entity component system as other software paradigms,
5434000	5445000	which if you look at J.J. Palem's papers on flow-based programming between the 60s,
5445000	5453000	they read like science fiction because the computing systems of the days could not even control what were happening.
5453000	5461000	But then if you look at it, that's a system which lets you have logic interposed at places where data is being transformed,
5461000	5465000	which again means that you are then designing a system.
5465000	5472000	So again, if you go to episteme, I found it extremely straightforward when I first read flow-based programming.
5472000	5478000	I got so excited I showed it to three colleagues and they found it absolutely archaic and useless.
5478000	5483000	Then I showed it to a few others and some of them again had this instant click.
5484000	5488000	And that is when I went back to the question that what is the difference here
5488000	5492000	and the difference turned out to be the knowledge of how knowledge forms.
5492000	5496000	So we are talking about the same thing, we are coming to the same conclusion,
5496000	5500000	but we kind of came to the exact same understanding from two different angles.
5500000	5504000	Yes, and that's the whole point to show that that's the intersection.
5504000	5510000	That would be actually, I think that actually requires way more reflection.
5510000	5512000	I don't think we should go into that one.
5512000	5514000	This is just a summary.
5514000	5518000	But this is one of the topics that we should probably cover.
5518000	5521000	The immediate next one probably, we should probably go into this one.
5521000	5523000	Yeah, I think so.
5523000	5525000	This is going to be interesting.
5525000	5531000	And if you want to scope it down, then we can compare the architectural analysis,
5531000	5534000	like I said, of the ECS on those principles.
5534000	5538000	There are some of the things that I have some thoughts that I would like to bounce for.
5538000	5544000	But the other place where I have reasonably thought through for a while is the software testing angle.
5544000	5550000	So I actually want to tackle the question that what does it mean for software testers
5550000	5556000	with the current kind of systems that are coming in,
5556000	5563000	which again, just if you might want to note, the part I want to focus on is the definition of testers.
5563000	5565000	That was the question I was going to ask.
5565000	5567000	Does it have to be software tester?
5567000	5572000	It pretty much seems like any kind of system evaluator would want to.
5572000	5573000	Yes.
5573000	5577000	So the software testing was just to intentionally scope it down.
5577000	5580000	But eventually the question was testability.
5580000	5584000	The ability to test a system being a more important skill
5584000	5589000	than the ability to either build or operate that system.
5590000	5596000	In fact, the second part is basically an extension of being able to,
5596000	5603000	like having the intent, which basically being able to do the declarative,
5603000	5610000	whichever method mechanism you use, being able to declaratively convey the intent
5610000	5614000	and then testing out whether that intent was carried out or not.
5614000	5618000	Those two are the only things basically that is at the crux of everything,
5618000	5620000	like any kind of compute mechanism.
5620000	5625000	And everything else comes down to the, what is the right term for it?
5625000	5628000	Basically to serve these two things.
5628000	5633000	Yes. And we should ensure, we must ensure that interfaces
5633000	5640000	and every other ways of interaction with technologies here on keep these principles in mind.
5640000	5643000	And again, I'm talking beyond software.
5644000	5647000	Yeah. In fact, I want that to be beyond software
5647000	5653000	because it's absolutely fine to use software as the proving ground where we...
5653000	5655000	Simulations.
5655000	5658000	Yeah. But then it needs to transcend that part.
5658000	5663000	And I'm pretty sure I'm more than certain that it actually has a bigger ground to play
5663000	5667000	if we can actually turn it into a model that is cohesive enough.
5667000	5669000	Cool. Fantastic.
5669000	5674000	So I am not available next week and probably the week after.
5674000	5678000	I'm traveling, so we have a work meetup.
5678000	5684000	So I'll come back and let's catch up then. I'll keep you posted.
5684000	5687000	Sure.
5687000	5692000	That was the most depressed you are ever.
5692000	5694000	Yeah.
5694000	5696000	That's fine. That's fine.
5696000	5702000	I probably can try to, but I don't think that would be fair to do.
5702000	5707000	It's not fair to do also because now I have a different time availability factor.
5707000	5711000	So I was like, why don't you do it twice a week?
5711000	5716000	I think that is absolutely a possibility. But once I come back.
5716000	5719000	This is one of the things that I plan.
5719000	5724000	So since 2018, I haven't actually taken a break with my family.
